0,3,11.087982100001682,False,12454356.0,12460684.0
1,3,9.218876899998577,False,12465444.0,12469492.0
2,3,8.938965400000598,False,12474663.0,12478791.0
3,3,9.185807800000475,False,12483603.0,12487979.0
4,3,11.00697990000117,False,12492789.0,12499196.0
5,3,5.124841799999558,False,12503796.0,12504048.0
6,3,4.416912400000001,False,12508921.0,12509180.0
7,3,10.51281900000322,False,12513338.0,12518651.0
8,2,6.301008400001592,False,12523852.0,12524106.0
9,3,5.045770799999445,False,12530153.0,12530413.0
